Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,TotalSpend,Family_Size,Customer_Tenure_Days,Log_TotalSpend,Accepted_Total,Cluster_KMeans,Cluster_Hier,Cluster_DBSCAN,Cluster_GMM,Cluster_KMeans_Label
Graduation,Married,38998.0,1.0,1.0,2012-11-03,92.0,34.0,1.0,14.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0,71.0,54.0,3.0,4806.0,4.007333185232471,0.0,1,0,-1,0,Low Value
Master,Single,90638.0,0.0,0.0,2014-02-13,29.0,1156.0,120.0,915.0,94.0,144.0,96.0,1.0,3.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,1,34.0,2525.0,1.0,4339.0,7.8343923029104365,1.0,0,1,-1,1,High Value
Master,Married,27161.0,1.0,0.0,2013-10-28,41.0,7.0,4.0,23.0,7.0,0.0,11.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,39.0,52.0,2.0,4447.0,3.970291913552122,0.0,1,0,-1,0,Low Value
Graduation,Married,42014.0,1.0,0.0,2012-08-17,56.0,244.0,15.0,108.0,4.0,15.0,50.0,6.0,7.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,48.0,436.0,2.0,4884.0,6.07993319509559,0.0,1,1,-1,0,Low Value
PhD,Together,38201.0,0.0,1.0,2013-03-29,19.0,233.0,0.0,23.0,0.0,0.0,12.0,4.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,268.0,2.0,4660.0,5.594711379601839,0.0,1,0,-1,0,Low Value
Graduation,Together,45203.0,2.0,0.0,2014-03-23,4.0,35.0,3.0,67.0,10.0,8.0,24.0,1.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,43.0,147.0,3.0,4301.0,4.997212273764115,0.0,1,0,-1,0,Low Value
PhD,Together,81574.0,0.0,0.0,2014-04-28,89.0,1252.0,0.0,465.0,46.0,35.0,0.0,1.0,4.0,5.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,0,78.0,1798.0,1.0,4265.0,7.4949862339505335,2.0,0,1,-1,1,High Value
Graduation,Married,34935.0,0.0,0.0,2013-06-21,71.0,34.0,4.0,66.0,3.0,10.0,20.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,33.0,137.0,1.0,4576.0,4.927253685157205,0.0,1,0,-1,0,Low Value
Master,Single,60482.0,0.0,1.0,2013-01-23,81.0,255.0,43.0,134.0,37.0,14.0,24.0,1.0,7.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,507.0,2.0,4725.0,6.230481447578482,0.0,1,1,-1,0,Low Value
Graduation,Together,34633.0,2.0,1.0,2014-01-23,31.0,8.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,69.0,15.0,4.0,4360.0,2.772588722239781,0.0,1,0,-1,0,Low Value
Master,Together,78093.0,0.0,0.0,2013-12-11,53.0,368.0,32.0,639.0,13.0,43.0,10.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,78.0,1105.0,1.0,4403.0,7.00850518208228,0.0,0,1,-1,1,High Value
Graduation,Divorced,82460.0,0.0,0.0,2013-12-02,78.0,255.0,47.0,573.0,52.0,32.0,15.0,1.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,75.0,974.0,1.0,4412.0,6.882437470997847,0.0,0,1,-1,1,High Value
Master,Together,45903.0,0.0,1.0,2014-04-23,80.0,33.0,8.0,10.0,2.0,10.0,3.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,59.0,66.0,2.0,4270.0,4.204692619390966,0.0,1,1,-1,0,Low Value
Graduation,Divorced,81361.0,0.0,0.0,2014-02-25,18.0,163.0,23.0,424.0,27.0,65.0,76.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,38.0,778.0,1.0,4327.0,6.658011045870748,0.0,0,1,-1,1,High Value
PhD,Divorced,35860.0,1.0,1.0,2014-05-19,37.0,15.0,0.0,8.0,4.0,2.0,20.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,52.0,49.0,3.0,4244.0,3.912023005428146,1.0,1,0,-1,0,Low Value
Master,Together,40442.0,1.0,1.0,2012-08-19,52.0,45.0,12.0,52.0,25.0,22.0,13.0,4.0,3.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,73.0,169.0,3.0,4882.0,5.135798437050262,0.0,1,0,-1,0,Low Value
Graduation,Married,61482.0,0.0,0.0,2014-06-27,39.0,48.0,58.0,68.0,16.0,66.0,43.0,1.0,3.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,299.0,1.0,4205.0,5.703782474656201,0.0,0,1,-1,0,High Value
Graduation,Married,34968.0,1.0,0.0,2013-04-10,11.0,158.0,6.0,45.0,8.0,2.0,2.0,7.0,3.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,45.0,221.0,2.0,4648.0,5.402677381872279,0.0,1,0,-1,0,Low Value
Graduation,Married,75794.0,0.0,0.0,2013-12-24,33.0,754.0,160.0,625.0,63.0,32.0,48.0,1.0,7.0,5.0,12.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0,38.0,1682.0,1.0,4390.0,7.428333194190806,1.0,0,1,-1,1,High Value
PhD,Together,31497.0,0.0,1.0,2012-12-06,22.0,108.0,1.0,28.0,13.0,1.0,4.0,2.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,63.0,155.0,2.0,4773.0,5.049856007249537,0.0,1,0,-1,0,Low Value
Graduation,Married,74268.0,0.0,0.0,2013-02-14,83.0,199.0,66.0,315.0,97.0,174.0,41.0,1.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,70.0,892.0,1.0,4703.0,6.794586580876499,0.0,0,1,-1,1,High Value
Basic,Together,13724.0,1.0,0.0,2012-08-31,43.0,2.0,7.0,5.0,2.0,15.0,27.0,1.0,2.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,37.0,58.0,2.0,4870.0,4.07753744390572,1.0,1,0,-1,0,Low Value
Master,Together,45143.0,0.0,1.0,2013-08-26,74.0,202.0,5.0,74.0,11.0,5.0,14.0,3.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,311.0,2.0,4510.0,5.7430031878094825,0.0,1,1,-1,0,Low Value
PhD,Single,52569.0,0.0,1.0,2014-04-05,54.0,85.0,0.0,3.0,0.0,0.0,7.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,58.0,95.0,2.0,4288.0,4.564348191467836,0.0,1,1,-1,0,Low Value
PhD,Single,48432.0,0.0,1.0,2012-10-18,3.0,322.0,3.0,50.0,4.0,3.0,42.0,5.0,7.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,52.0,424.0,2.0,4822.0,6.052089168924417,0.0,1,1,-1,0,Low Value
Master,Together,17144.0,1.0,1.0,2014-02-15,96.0,18.0,2.0,19.0,0.0,2.0,6.0,5.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,47.0,3.0,4337.0,3.871201010907891,0.0,1,0,-1,0,Low Value
Graduation,Single,36108.0,1.0,0.0,2013-10-15,68.0,141.0,8.0,129.0,3.0,11.0,47.0,3.0,7.0,1.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,41.0,339.0,2.0,4460.0,5.8289456176102075,1.0,1,1,-1,0,Low Value
Graduation,Married,76445.0,1.0,0.0,2012-09-28,2.0,739.0,107.0,309.0,140.0,80.0,35.0,1.0,2.0,5.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,1410.0,2.0,4842.0,7.252053951852814,0.0,0,1,-1,1,High Value
PhD,Married,36663.0,1.0,0.0,2014-04-25,40.0,18.0,0.0,6.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,35.0,2.0,4268.0,3.58351893845611,0.0,1,1,-1,0,Low Value
Master,Married,53843.0,0.0,1.0,2013-06-27,64.0,378.0,0.0,88.0,19.0,4.0,73.0,4.0,8.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,562.0,2.0,4570.0,6.333279628139691,0.0,1,1,-1,1,Low Value
Master,Married,90226.0,0.0,0.0,2012-09-26,26.0,1083.0,108.0,649.0,253.0,151.0,108.0,1.0,4.0,7.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0,69.0,2352.0,1.0,4844.0,7.763446388727362,1.0,0,1,-1,1,High Value
Master,Divorced,70638.0,0.0,0.0,2013-06-01,69.0,1016.0,12.0,215.0,16.0,12.0,63.0,1.0,4.0,5.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,70.0,1334.0,1.0,4596.0,7.19668657083435,1.0,0,1,-1,1,High Value
Graduation,Together,44512.0,1.0,1.0,2013-08-30,57.0,23.0,1.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,32.0,3.0,4506.0,3.4965075614664802,0.0,1,0,-1,0,Low Value
Graduation,Married,27116.0,1.0,1.0,2014-03-02,78.0,12.0,1.0,21.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,64.0,41.0,3.0,4322.0,3.7376696182833684,0.0,1,0,-1,0,Low Value
PhD,Married,54072.0,1.0,1.0,2013-07-27,71.0,35.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,62.0,39.0,3.0,4540.0,3.6888794541139363,0.0,1,0,-1,0,Low Value
Graduation,Married,71855.0,0.0,1.0,2013-01-16,59.0,548.0,31.0,422.0,0.0,112.0,28.0,4.0,5.0,5.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,1141.0,2.0,4732.0,7.040536390215956,0.0,0,1,-1,1,High Value
2n Cycle,Single,51250.0,1.0,0.0,2013-03-30,28.0,342.0,32.0,230.0,34.0,32.0,40.0,5.0,10.0,5.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,35.0,710.0,2.0,4659.0,6.566672429803241,1.0,1,1,-1,1,Low Value
Master,Married,60432.0,0.0,1.0,2014-03-09,61.0,365.0,3.0,15.0,4.0,3.0,11.0,5.0,7.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,52.0,401.0,2.0,4315.0,5.996452088619021,0.0,1,1,-1,0,Low Value
PhD,Married,65526.0,0.0,1.0,2014-04-11,22.0,397.0,19.0,69.0,12.0,0.0,9.0,1.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,61.0,506.0,2.0,4282.0,6.2285110035911835,0.0,0,1,-1,1,High Value
Graduation,Single,68655.0,0.0,0.0,2012-08-10,95.0,456.0,19.0,832.0,75.0,118.0,38.0,1.0,4.0,5.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,37.0,1538.0,1.0,4891.0,7.338888133838879,0.0,0,1,-1,1,High Value
2n Cycle,Married,12393.0,0.0,0.0,2012-12-04,38.0,5.0,6.0,15.0,11.0,7.0,13.0,1.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,47.0,57.0,1.0,4775.0,4.060443010546419,0.0,1,0,-1,0,Low Value
Graduation,Single,64509.0,0.0,0.0,2013-08-17,19.0,836.0,185.0,575.0,24.0,25.0,77.0,1.0,6.0,3.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,35.0,1722.0,1.0,4519.0,7.45182223652793,1.0,0,1,-1,1,High Value
Graduation,Single,33955.0,1.0,0.0,2013-08-09,92.0,100.0,2.0,128.0,23.0,7.0,10.0,4.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,50.0,270.0,2.0,4527.0,5.602118820879701,0.0,1,0,-1,0,Low Value
Graduation,Married,31353.0,1.0,1.0,2013-12-29,24.0,10.0,0.0,10.0,3.0,1.0,7.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,48.0,31.0,3.0,4385.0,3.4657359027997265,0.0,1,0,-1,0,Low Value
Graduation,Married,55434.0,1.0,0.0,2013-10-05,21.0,238.0,115.0,215.0,169.0,69.0,76.0,3.0,5.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,41.0,882.0,2.0,4470.0,6.78332520060396,0.0,0,1,-1,1,High Value
Graduation,Together,28359.0,1.0,0.0,2013-10-27,35.0,6.0,0.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,42.0,16.0,2.0,4448.0,2.833213344056216,0.0,1,0,1,0,Low Value
Graduation,Single,57100.0,1.0,0.0,2014-05-18,9.0,158.0,11.0,99.0,15.0,11.0,17.0,2.0,3.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,38.0,311.0,2.0,4245.0,5.7430031878094825,0.0,1,1,-1,0,Low Value
Graduation,Married,69139.0,0.0,1.0,2014-01-27,23.0,86.0,12.0,75.0,33.0,15.0,6.0,1.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,227.0,2.0,4356.0,5.429345628954441,0.0,1,1,-1,0,Low Value
Master,Married,52973.0,0.0,1.0,2012-11-08,92.0,856.0,0.0,76.0,12.0,9.0,199.0,7.0,9.0,6.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,69.0,1152.0,2.0,4801.0,7.050122520269059,0.0,0,1,-1,1,High Value
PhD,Together,51717.0,0.0,1.0,2013-08-20,55.0,98.0,1.0,17.0,0.0,1.0,5.0,1.0,3.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,60.0,122.0,2.0,4516.0,4.812184355372417,1.0,1,1,-1,0,Low Value
Graduation,Married,18793.0,1.0,0.0,2013-01-12,14.0,4.0,16.0,20.0,0.0,17.0,20.0,3.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,77.0,2.0,4736.0,4.356708826689592,0.0,1,0,0,0,Low Value
2n Cycle,Together,66664.0,0.0,0.0,2012-09-25,78.0,398.0,96.0,447.0,220.0,96.0,32.0,1.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,43.0,1289.0,1.0,4845.0,7.162397497355718,0.0,0,1,-1,1,High Value
Graduation,Single,50664.0,1.0,1.0,2013-01-16,64.0,313.0,8.0,104.0,6.0,4.0,126.0,9.0,8.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,66.0,561.0,3.0,4732.0,6.331501849893691,0.0,1,1,-1,1,Low Value
Graduation,Together,54414.0,1.0,1.0,2013-01-23,49.0,109.0,18.0,16.0,24.0,26.0,18.0,4.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,62.0,211.0,3.0,4725.0,5.356586274672012,0.0,1,1,-1,0,Low Value
PhD,Married,54549.0,0.0,1.0,2014-03-03,8.0,216.0,2.0,6.0,0.0,0.0,9.0,2.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,73.0,233.0,2.0,4321.0,5.455321115357702,0.0,1,1,-1,0,Low Value
PhD,Widow,47111.0,0.0,1.0,2012-09-08,35.0,595.0,71.0,153.0,120.0,112.0,41.0,6.0,3.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,54.0,1092.0,2.0,4862.0,6.996681488176539,0.0,1,1,-1,1,Low Value
PhD,Divorced,41003.0,0.0,0.0,2013-03-17,11.0,123.0,133.0,142.0,71.0,44.0,88.0,1.0,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,62.0,601.0,1.0,4672.0,6.400257445308821,0.0,0,1,-1,1,High Value
Graduation,Together,19444.0,1.0,0.0,2014-02-22,8.0,16.0,0.0,23.0,3.0,2.0,10.0,3.0,4.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,43.0,54.0,2.0,4330.0,4.007333185232471,0.0,1,0,-1,0,Low Value
2n Cycle,Together,36301.0,1.0,0.0,2013-10-25,53.0,11.0,12.0,35.0,3.0,5.0,12.0,1.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,78.0,2.0,4450.0,4.3694478524670215,0.0,1,0,-1,0,Low Value
PhD,Together,73059.0,0.0,1.0,2013-08-31,36.0,410.0,112.0,420.0,0.0,82.0,71.0,1.0,9.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,78.0,1095.0,2.0,4505.0,6.999422467507961,0.0,0,1,-1,1,High Value
PhD,Together,42731.0,1.0,0.0,2013-10-21,64.0,159.0,2.0,51.0,6.0,2.0,24.0,3.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,56.0,244.0,2.0,4454.0,5.501258210544727,0.0,1,1,-1,0,Low Value
PhD,Married,52854.0,1.0,1.0,2014-03-24,43.0,105.0,0.0,10.0,0.0,1.0,0.0,2.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,66.0,116.0,3.0,4300.0,4.762173934797756,0.0,1,0,-1,0,Low Value
Graduation,Together,22775.0,1.0,0.0,2013-06-19,40.0,5.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,47.0,15.0,2.0,4578.0,2.772588722239781,0.0,1,0,1,0,Low Value
PhD,Together,46681.0,0.0,2.0,2013-10-08,52.0,269.0,15.0,69.0,15.0,19.0,38.0,2.0,4.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,77.0,425.0,3.0,4467.0,6.054439346269371,0.0,1,1,-1,1,Low Value
PhD,Married,59821.0,0.0,1.0,2013-04-12,11.0,629.0,0.0,70.0,0.0,0.0,35.0,6.0,11.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,70.0,734.0,2.0,4646.0,6.5998704992128365,0.0,0,1,-1,1,High Value
Graduation,Divorced,50002.0,0.0,1.0,2013-06-17,21.0,443.0,5.0,71.0,21.0,16.0,82.0,2.0,8.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,71.0,638.0,2.0,4580.0,6.459904454377535,0.0,0,1,-1,1,High Value
Graduation,Married,69755.0,0.0,0.0,2013-10-02,23.0,217.0,77.0,373.0,111.0,23.0,93.0,1.0,3.0,6.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,80.0,894.0,1.0,4473.0,6.796823718274855,0.0,0,1,-1,1,High Value
Graduation,Married,44078.0,1.0,1.0,2014-06-19,17.0,24.0,1.0,10.0,2.0,0.0,4.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,56.0,41.0,3.0,4213.0,3.7376696182833684,0.0,1,0,-1,0,Low Value
Master,Together,30560.0,1.0,0.0,2013-06-27,6.0,9.0,1.0,5.0,4.0,5.0,7.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,49.0,31.0,2.0,4570.0,3.4657359027997265,0.0,1,0,-1,0,Low Value
Master,Together,35924.0,1.0,1.0,2014-03-23,56.0,8.0,0.0,14.0,2.0,3.0,7.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,56.0,34.0,3.0,4301.0,3.5553480614894135,0.0,1,0,-1,0,Low Value
PhD,Divorced,64140.0,0.0,2.0,2013-09-23,71.0,1459.0,0.0,61.0,0.0,15.0,215.0,5.0,2.0,5.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,11.0,1,61.0,1750.0,3.0,4482.0,7.467942332285852,3.0,0,1,-1,1,High Value
Graduation,Together,56386.0,1.0,1.0,2012-10-27,51.0,230.0,48.0,214.0,13.0,32.0,75.0,8.0,9.0,1.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,44.0,612.0,3.0,4813.0,6.418364935936212,0.0,1,1,-1,1,Low Value
Basic,Together,24594.0,1.0,0.0,2013-12-10,94.0,1.0,3.0,6.0,10.0,0.0,9.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,46.0,29.0,2.0,4404.0,3.4011973816621555,0.0,1,0,-1,0,Low Value
2n Cycle,Together,75774.0,1.0,0.0,2014-05-02,27.0,340.0,21.0,134.0,258.0,14.0,56.0,1.0,7.0,5.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,44.0,823.0,2.0,4261.0,6.714170529909472,0.0,0,1,-1,1,High Value
Master,Divorced,39228.0,0.0,0.0,2013-05-10,1.0,7.0,1.0,6.0,0.0,3.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,65.0,20.0,1.0,4618.0,3.044522437723423,0.0,1,1,-1,0,Low Value
Master,Married,58494.0,0.0,1.0,2013-12-12,56.0,298.0,7.0,68.0,4.0,0.0,19.0,2.0,6.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,51.0,396.0,2.0,4402.0,5.983936280687191,0.0,1,1,-1,0,Low Value
Graduation,Single,58684.0,0.0,0.0,2014-06-16,71.0,479.0,35.0,179.0,28.0,7.0,85.0,1.0,5.0,3.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,44.0,813.0,1.0,4216.0,6.70196036600254,1.0,0,1,-1,1,High Value
Graduation,Divorced,57136.0,0.0,0.0,2013-05-18,18.0,267.0,140.0,599.0,34.0,12.0,127.0,1.0,7.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,58.0,1179.0,1.0,4610.0,7.07326971745971,0.0,0,1,-1,1,High Value
PhD,Widow,56551.0,1.0,1.0,2014-05-07,48.0,67.0,4.0,32.0,17.0,2.0,16.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,75.0,138.0,3.0,4256.0,4.9344739331306915,0.0,1,1,-1,0,Low Value
Graduation,Married,22448.0,1.0,0.0,2014-02-26,86.0,3.0,1.0,8.0,23.0,2.0,18.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,43.0,55.0,2.0,4326.0,4.02535169073515,0.0,1,0,-1,0,Low Value
Graduation,Single,82014.0,0.0,0.0,2012-08-20,48.0,980.0,37.0,265.0,35.0,163.0,31.0,1.0,3.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,64.0,1511.0,1.0,4881.0,7.321188556739478,0.0,0,1,-1,1,High Value
Graduation,Widow,34213.0,1.0,1.0,2012-09-07,2.0,50.0,4.0,28.0,6.0,3.0,26.0,3.0,3.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,62.0,117.0,3.0,4863.0,4.770684624465665,0.0,1,0,-1,0,Low Value
Graduation,Together,157146.0,0.0,0.0,2013-04-29,13.0,1.0,0.0,1725.0,2.0,1.0,1.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,48.0,1730.0,1.0,4629.0,7.456454555176209,0.0,0,1,-1,1,High Value
PhD,Widow,25358.0,0.0,1.0,2013-07-22,57.0,19.0,0.0,5.0,0.0,0.0,8.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,78.0,32.0,2.0,4545.0,3.4965075614664802,0.0,1,1,-1,0,Low Value
Master,Single,35544.0,1.0,0.0,2014-03-08,77.0,30.0,5.0,23.0,4.0,1.0,4.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,47.0,67.0,2.0,4316.0,4.219507705176107,0.0,1,0,-1,0,Low Value
Master,Together,36634.0,0.0,1.0,2013-05-28,0.0,213.0,9.0,76.0,4.0,3.0,30.0,3.0,5.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,71.0,335.0,2.0,4600.0,5.817111159963204,0.0,1,1,-1,0,Low Value
PhD,Married,62670.0,0.0,1.0,2014-02-02,57.0,539.0,30.0,92.0,80.0,46.0,38.0,1.0,5.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,71.0,825.0,2.0,4350.0,6.716594773520978,0.0,0,1,-1,1,High Value
2n Cycle,Together,50334.0,0.0,1.0,2013-07-24,24.0,284.0,16.0,160.0,84.0,16.0,134.0,6.0,7.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,53.0,694.0,2.0,4543.0,6.543911845564792,0.0,0,1,-1,1,High Value
Graduation,Single,72066.0,0.0,0.0,2014-06-23,55.0,1003.0,34.0,536.0,134.0,51.0,34.0,1.0,4.0,6.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,11.0,1,44.0,1792.0,1.0,4209.0,7.491645473605133,2.0,0,1,-1,1,High Value
